card_id,label,confidence,boundary,channels,detail,reason
d_tb2_feal-linear-cryptanalysis__923TJt4_99,UNCERTAIN,medium,false,none,,"steps 90-99 poll a running process; no output yet; cannot tell slow real compute from stall"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_11,STAGNANT,high,false,none,no_tool_text_loop,"steps 2-11; step 2 compile failed; 4-11 repeat echoes and parser errors restating that claim"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_15,STAGNANT,high,false,none,no_tool_text_loop,"steps 6-15 echo the same missing-files message; nothing new learned and no change survived"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_16,STAGNANT,high,false,none,no_tool_text_loop,"steps 7-16 repeat the missing-files claim; step 10 no-tool error adds nothing"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_17,STAGNANT,high,false,none,no_tool_text_loop,"steps 8-17 echo loop; no new observation; epistemic and verification channels both static"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_20,STAGNANT,high,false,none,no_tool_text_loop,"steps 11-20 repeat the same conclusion; no tool call yields new task-relevant information"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_21,STAGNANT,high,false,none,no_tool_text_loop,"steps 12-21 echo identical text; nothing learned; no artefact change and no verification"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_23,STAGNANT,high,false,none,no_tool_text_loop,"steps 14-23 repeat the same echo message; observations add nothing beyond the known claim"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_25,STAGNANT,high,false,none,no_tool_text_loop,"steps 16-25 unchanged echo loop; nothing learned changed or verified inside the window"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_27,STAGNANT,high,false,none,no_tool_text_loop,"steps 18-27 repeated echo of missing files; no channel advanced and verification state static"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_30,STAGNANT,high,false,none,no_tool_text_loop,"steps 21-30 same echo text repeated; nothing new beyond the already known claim"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_31,STAGNANT,high,false,none,no_tool_text_loop,"steps 22-31 echo loop unchanged; no new epistemic implementation or verification evidence"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_33,STAGNANT,high,false,none,no_tool_text_loop,"steps 24-33 unchanged echoes concluding files are missing; no channel advanced"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_34,STAGNANT,high,false,none,no_tool_text_loop,"steps 25-34 no-tool messages and echoes restate the known claim; nothing learned or changed"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_37,STAGNANT,high,false,none,no_tool_text_loop,"steps 28-37 echoes restate the missing-files conclusion; step 29 error adds no information"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_39,STAGNANT,high,false,none,no_tool_text_loop,"steps 30-39 repeated echo loop; neither epistemic nor verification state moved"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_40,STAGNANT,high,false,none,no_tool_text_loop,"steps 31-40 identical no-tool messages each repeating the same missing-file premise"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_43,STAGNANT,high,false,none,no_tool_text_loop,"steps 34-43 no-tool repetitions of one conclusion; no new evidence and no change survived"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_46,STAGNANT,high,false,none,no_tool_text_loop,"steps 37-46 repeated no-tool restatement of the missing-files conclusion; no channel advanced"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_47,STAGNANT,high,false,none,no_tool_text_loop,"steps 38-47 no-tool messages then an echo; identical information repeated without verification movement"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_49,STAGNANT,high,false,none,no_tool_text_loop,"steps 40-49 repeat the same missing-files claim by text and echo; nothing new or durable"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_51,STAGNANT,high,false,none,no_tool_text_loop,"steps 42-51 unchanged echo loop; observations carry no information not already known"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_53,STAGNANT,high,false,none,no_tool_text_loop,"steps 44-53 echoes continue with identical claims; no new information and no durable change"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_55,STAGNANT,high,false,none,no_tool_text_loop,"steps 46-55 repeated echo and no-tool messages; task-relevant knowledge and verification both static"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_59,STAGNANT,high,false,none,no_tool_text_loop,"steps 50-59 echo loop repeating the missing-files conclusion; no channel advanced"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_61,STAGNANT,high,false,none,no_tool_text_loop,"steps 52-61 repeated echoes of the same premise; no new information change or verification"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_65,STAGNANT,high,false,none,no_tool_text_loop,"steps 56-65 identical echo text repeated; nothing learned changed or verified in the window"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_69,STAGNANT,high,false,none,no_tool_text_loop,"steps 60-69 unchanged echo loop restating known facts; no channel advanced"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_71,STAGNANT,high,false,none,no_tool_text_loop,"steps 62-71 repeated echo of the missing-files premise; no progress and no verification movement"
d_tb2_feal-linear-cryptanalysis__jbbLGgC_75,STAGNANT,high,false,none,no_tool_text_loop,"steps 66-75 echo loop then step 74 mark_task_complete; no new information or verification movement"
