card_id,label,confidence,boundary,channels,detail,reason
d_tb2_build-cython-ext__JrNsKeV_21,BLOCKED_EXTERNAL,high,false,none,,"Steps 12-21 are no-tool restatements that GitHub and PyPI are unreachable; the clone at steps 2-3 returned an empty directory so progress is externally blocked."
d_tb2_build-pov-ray__bMc6qiA_12,PRODUCTIVE,medium,false,E,,"Steps 3-7 correct the false step-5 Found-on-SourceForge belief since step 7 shows HTML not a tarball; steps 8 9 10 12 rule out other archives."
d_tb2_build-pov-ray__KS3ejPb_39,PRODUCTIVE,medium,false,E/I/V,,"Steps 30-31 sanity check passed; step 32 finds POV-Ray 2.2 lacks PNG; steps 37-38 render and confirm illum1.png non-empty so E I and V advance."
d_tb2_caffe-cifar-10__zjg6gBb_40,PRODUCTIVE,medium,false,E/I,,"Step 36 diagnoses tail -30 hid build output; step 38 restarts with file logging; step 40 shows CXX compile progress so E and I advance."
d_tb2_compile-compcert__3AjSGCy_26,PRODUCTIVE,high,false,E/I,,"Step 18 reveals Coq 8.18.0 UNSUPPORTED needing 8.12.0-8.16.1; steps 19-22 install Coq 8.16 and step 24 reconfigure so E and I advance."
d_tb2_compile-compcert__PdkzfMV_24,PRODUCTIVE,high,false,E/I,,"Step 19 shows configure failing with Coq 8.18.0 UNSUPPORTED needing 8.12.0-8.16.1; step 21 confirms apt has only 8.18; step 24 downloads coq-8.16.1."
d_tb2_crack-7z-hash__gpBub6y_15,PRODUCTIVE,medium,false,E,,"Steps 6-15 probe tools showing 7za bsdtar python file nix wget absent while step 10 reveals john sources and steps 11-12 node so E advances."
d_tb2_crack-7z-hash__M36nRdr_9,PRODUCTIVE,high,false,E,,"Step 1 reveals /app/john and secrets.7z; step 6 locates 7z2john.pl; step 7 reports missing Compress::Raw::Lzma; step 8 shows python3 absent so E advances."
d_tb2_crack-7z-hash__X4cK7Hr_46,STAGNANT,high,false,none,repeat_search,"Steps 37-46 repeat 7z extraction with guessed passwords; every attempt returns the same exit-2 failure with no new information; step 44 hostname adds nothing."
d_tb2_custom-memory-heap-crash__NAMeUua_30,PRODUCTIVE,medium,false,E,,"Steps 21-30 navigate /build to libstdc++-v3/libsupc++/eh_alloc.cc; step 30 grep exposes __freeres at lines 126 184 380 so relevant symbols become known."
d_tb2_db-wal-recovery__tQJsCmY_23,DONE_REDUNDANT,high,false,V,,"Steps 14-15 create and validate recovered.json with valid JSON and 11 records; steps 16-23 only re-verify and re-report with no new goal."
d_tb2_dna-assembly__o5NzHz7_22,PRODUCTIVE,high,false,E/I,,"Step 13 finds primer3 apt packages; step 14 installs them; steps 16-22 locate junctions with new positions (egfp 210 flag 924) so E advances."
d_tb2_extract-elf__rUUxEg5_16,PRODUCTIVE,high,false,E/I/V,,"Step 8 writes extract.js; step 12 corrects signedness after step 11 found 48 negatives; step 14 shows 700 keys; I and V advance."
d_tb2_extract-moves-from-video__vRcGj7U_59,STAGNANT,medium,false,none,repeat_verify,"Steps 50-59 poll the same background job; observations stay empty and steps 53 57-58 repeat grep kill and exec with no new information."
d_tb2_feal-differential-cryptanalysis__WrYCeFB_43,STAGNANT,high,false,none,repeat_verify,"Steps 34-43 are ten identical BashOutput polls of job 010ac3 all returning status running with unchanged stdoutLines 1; nothing new is learned."
d_tb2_feal-linear-cryptanalysis__jbbLGgC_34,STAGNANT,medium,false,none,no_new_information,"Steps 25-34 re-issue the identical echo and repeat the same missing-files claim (steps 32-34 with no tool call); nothing new is learned or verified."
d_tb2_financial-document-processor__fZuguYf_27,PRODUCTIVE,high,false,E/I,,"Steps 18-27 move documents to other/ and invoices/ (18 21 24 27) and extract invoice Total and VAT at 24 27; I and E advance."
d_tb2_fix-code-vulnerability__uLGMMUD_17,PRODUCTIVE,medium,false,E,,"Steps 9-12 grep bottle.py and locate eval subprocess.Popen and exec sites (11-12) plus route deletion (10); relevant vulnerability candidates become known."
d_tb2_fix-ocaml-gc__4FMyNtb_9,PRODUCTIVE,high,false,E,,"Steps 3-7 locate /app/ocaml and read HACKING.adoc build instructions; step 9 greps for Makefile.config and boot artifacts so E advances."
d_tb2_fix-ocaml-gc__EE2S8BX_44,PRODUCTIVE,medium,false,E,,"Steps 38-41 yield new facts (build syntax error; NOT_MARKABLE pre-shifted) and rule out the wosize interpretation; step 39 repairs the build so E advances."
d_tb2_git-leak-recovery__3MYVn6Q_31,PRODUCTIVE,high,false,E/I,,"Steps 22-28 locate /opt/openhands-venv/python3 bootstrap pip and install git-filter-repo 2.47.0; step 30 reveals the git subcommand is unwired; E and I advance."
d_tb2_install-windows-3.11__2UtJ22k_26,PRODUCTIVE,high,false,E/I/V,,"Steps 21-24 send keystrokes via QMP launching Windows 3.11 to the desktop and verify HTTP 200 plus send-key; I and V advance."
d_tb2_large-scale-text-editing__KdK777C_21,PRODUCTIVE,medium,false,E/I,,"Step 16 creates apply_macros.vim; steps 19-20 write the three setreg macros; steps 12-14 confirm the pattern holds file-wide so E and I advance."
d_tb2_llm-inference-batching-scheduler__evStmDE_10,PRODUCTIVE,high,false,E/I/V,,"Steps 1-2 reveal the input files and cost model; steps 4-9 create my_packer.py and evaluate_plans.py and generate plans successfully so I and V advance."
d_tb2_mailman__dbiKZhc_48,PRODUCTIVE,medium,false,E/I,,"Steps 45-46 reveal postfix-to-mailman and postfix_aliases do not exist; steps 47-48 correct alias_maps to /etc/aliases so E and I advance despite repeated eval timeouts."
d_tb2_mailman__qzvMMtK_43,PRODUCTIVE,medium,false,I/V,,"Steps 35-38 configure postfix transport maps and list settings; steps 39-40 run eval.py with all three tests passing twice so I and V advance."
d_tb2_mailman__vQauci9_30,PRODUCTIVE,medium,false,E,,"Step 21 rules out importing mailman.config.postfix; steps 23-25 locate and read config/postfix.cfg documenting transport maps; step 30 reads /etc/aliases so E advances."
d_tb2_make-doom-for-mips__YWJGKe2_23,PRODUCTIVE,medium,false,E/I,,"Step 15 reveals vm.js loads doomgeneric_mips at line 1962; steps 17-19 show rg missing; step 22 installs /usr/bin/mips-linux-gnu-gcc so E and I advance."
