card_id,label,confidence,boundary,channels,detail,reason
d_tb2_caffe-cifar-10__zjg6gBb_9,PRODUCTIVE,high,false,E/I,,"Steps 5-9 yield the repo clone at the required path plus version and solver contents; 0-4 adds nothing"
d_tb2_cobol-modernization__z8rbv6p_10,PRODUCTIVE,high,false,E/I/V,,"Steps 1-6 yield COBOL source and input bytes; step 9 compiles; step 10 reveals the validation-failure runtime behaviour"
d_tb2_cobol-modernization__z8rbv6p_11,PRODUCTIVE,high,false,E/I/V,,"Step 6 od gives raw input bytes; step 9 compile succeeds; step 11 cmp confirms the recorded no-op behaviour"
d_tb2_cobol-modernization__z8rbv6p_15,PRODUCTIVE,high,false,E/I/V,,"Step 8 backs up data; steps 10-11 yield the failure output and no-op diff; steps 13-15 probe input parsing"
d_tb2_cobol-modernization__z8rbv6p_17,PRODUCTIVE,high,false,E/V,,"Steps 10-11 give COBOL's failing output and unchanged files; steps 13-16 verify exact input record parsing"
d_tb2_cobol-modernization__z8rbv6p_20,PRODUCTIVE,high,false,E/V,,"Step 11 cmp confirms the no-op result; steps 15-19 verify input parsing and COBOL calculation semantics"
d_tb2_cobol-modernization__z8rbv6p_21,PRODUCTIVE,high,false,E/V,,"Step 12 dumps account record bytes; steps 15-19 verify parsing and computation probes on the reference COBOL build"
d_tb2_cobol-modernization__z8rbv6p_23,PRODUCTIVE,high,false,E/V,,"Steps 15-19 verify input parsing and computed digits; step 22 returns numeric-move byte semantics"
d_tb2_cobol-modernization__z8rbv6p_25,PRODUCTIVE,high,false,E/V,,"Steps 16-25 verify record layout; computed result; COMP-3 bytes and field-length semantics"
d_tb2_cobol-modernization__z8rbv6p_27,PRODUCTIVE,high,false,E/V,,"Steps 19-27 return new semantics from the calc; move; length and byte probes"
d_tb2_cobol-modernization__z8rbv6p_29,PRODUCTIVE,high,false,E,,"Steps 22-28 give byte-order; padding and signedness facts from testmove; testlen and testbytes"
d_tb2_cobol-modernization__z8rbv6p_30,PRODUCTIVE,high,false,E,,"Steps 22-28 return COMP-3 byte ordering plus padded-value and byte-code probe results"
d_tb2_cobol-modernization__z8rbv6p_33,PRODUCTIVE,high,false,E/I/V,,"Steps 24-31 verify length and byte semantics; step 32 writes the first Python port; step 33 runs it"
d_tb2_cobol-modernization__z8rbv6p_35,PRODUCTIVE,high,false,E/I/V,,"Steps 27-31 verify byte codes and numeric ordering; step 32 writes the port; step 34 checks state"
d_tb2_cobol-modernization__z8rbv6p_39,PRODUCTIVE,high,false,E/I/V,,"Step 31 verifies numeric ordering; step 32 writes the port; step 37 fixes the input record; step 39 succeeds"
d_tb2_cobol-modernization__z8rbv6p_40,PRODUCTIVE,high,false,E/I/V,,"Step 32 writes the port and step 37 builds a valid input; steps 39-40 expect COBOL's success output"
d_tb2_cobol-modernization__z8rbv6p_41,PRODUCTIVE,high,false,I,,"Step 32 writes the port; step 37 supplies a valid input file; steps 39-40 record COBOL's success output"
d_tb2_cobol-modernization__z8rbv6p_45,PRODUCTIVE,high,false,I/E,,"Step 37 repairs the record; steps 39-43 verify Python reproduces COBOL's output files exactly"
d_tb2_cobol-modernization__z8rbv6p_46,PRODUCTIVE,high,false,I/E,,"Step 37 repairs the input record; steps 39-43 verify byte-identical COBOL and Python outputs"
d_tb2_cobol-modernization__z8rbv6p_47,PRODUCTIVE,high,false,I/E,,"Step 37 repairs the input; steps 39-43 verify Python matches COBOL byte-for-byte under the same input"
d_tb2_cobol-modernization__z8rbv6p_51,PRODUCTIVE,high,false,E/I,,"Steps 43-49 verify byte-identical outputs across both input cases; steps 54-56 edit the Python port"
d_tb2_cobol-modernization__z8rbv6p_52,PRODUCTIVE,high,false,E/I,,"Steps 43-49 verify byte-identical outputs on both inputs; steps 54-56 keep editing the port"
d_tb2_cobol-modernization__z8rbv6p_53,PRODUCTIVE,high,false,E/I,,"Step 49 verifies matched outputs on the original input; steps 54-58 edit and re-run the port"
d_tb2_cobol-modernization__z8rbv6p_57,PRODUCTIVE,high,false,I/E,,"Steps 54-56 edit the port and step 58 re-runs it; step 57 confirms the edits landed"
d_tb2_cobol-modernization__z8rbv6p_59,PRODUCTIVE,high,false,I/E,,"Steps 54-58 edit and re-run the port; steps 60-63 build a fresh reproducible verification harness"
d_tb2_cobol-modernization__z8rbv6p_63,PRODUCTIVE,high,false,I/V,,"Steps 60-63 build the fresh verification harness; the port edit at 54-56 still stands"
d_tb2_cobol-modernization__z8rbv6p_65,PRODUCTIVE,high,false,V/E,,"Steps 64-70 run COBOL and Python on identical inputs; step 70 confirms all four outputs match"
d_tb2_cobol-modernization__z8rbv6p_69,PRODUCTIVE,high,false,E,,"Steps 65-70 stage and compare COBOL against Python outputs under the same input"
d_tb2_cobol-modernization__z8rbv6p_71,PRODUCTIVE,high,false,E,,"Step 70 confirms identical outputs; steps 71-78 repeat the comparison on a second input"
d_tb2_cobol-modernization__z8rbv6p_75,PRODUCTIVE,high,false,E,,"Steps 73-78 run both implementations on a second input and verify all four compared outputs match"
