card_id,label,confidence,boundary,channels,detail,reason
d_tb2_build-cython-ext__JrNsKeV_9,BLOCKED_EXTERNAL,high,false,none,,steps 2-9 establish GitHub and PyPI are unreachable; source cannot be fetched so no task progress is possible
d_tb2_build-cython-ext__JrNsKeV_95,BLOCKED_EXTERNAL,high,false,none,,steps 86-95 repeat an unreachable-network report with no tool call; the download has not finished
d_tb2_build-pov-ray__6eHBkqP_11,PRODUCTIVE,high,true,E,,"steps 6-10 rule out official site and mirrors; 11 fetches the FTP index resolving to archives"
d_tb2_build-pov-ray__6eHBkqP_13,PRODUCTIVE,high,true,E/I,,"steps 8-11 narrow the archive sources; 12-13 download three archives to disk with sizes confirmed"
d_tb2_build-pov-ray__6eHBkqP_15,PRODUCTIVE,high,true,E/I,,"steps 12-13 obtain and extract the archives; 14-15 list the source and povdoc trees for the build"
d_tb2_build-pov-ray__6eHBkqP_16,PRODUCTIVE,high,true,E/I,,"steps 12-13 download and extract the archives; 14-16 confirm source files and include files exist"
d_tb2_build-pov-ray__6eHBkqP_17,PRODUCTIVE,high,true,E/I,,"steps 12-13 fetch and extract three archives; 14-17 enumerate the source and machine trees"
d_tb2_build-pov-ray__6eHBkqP_19,PRODUCTIVE,high,true,E/I,,"steps 12-13 download and extract archives; 14-19 map the unix build tree and read unix.mak and unixconf.h"
d_tb2_build-pov-ray__6eHBkqP_21,PRODUCTIVE,high,true,E/I,,"steps 12-19 fetch extract and map the build tree; 20-21 locate the headers needed to configure the build"
d_tb2_build-pov-ray__6eHBkqP_23,PRODUCTIVE,high,true,E/I,,"steps 14-20 extract and inspect the unix build layout; 21-23 create the build dir and edit the Makefile"
d_tb2_build-pov-ray__6eHBkqP_25,PRODUCTIVE,high,true,E/I/V,,"steps 19-24 read unix.mak and edit the Makefile; 25 compiles to an ELF povray binary"
d_tb2_build-pov-ray__6eHBkqP_27,PRODUCTIVE,high,true,E/I/V,,"steps 21-23 set up the build and edit the Makefile; 24-27 compile install and pass the sanity render"
d_tb2_build-pov-ray__6eHBkqP_29,PRODUCTIVE,high,true,E/I/V,,"steps 21-24 configure and compile; 25-27 install to /usr/local/bin and pass the task sanity check"
d_tb2_build-pov-ray__6eHBkqP_31,PRODUCTIVE,high,false,E/I/V,,"steps 22-24 build the Makefile and compile; 25-27 install and complete the rendering sanity check"
d_tb2_build-pov-ray__6eHBkqP_33,PRODUCTIVE,high,true,E/I/V,,"steps 24-25 compile and install; 26-27 run the sanity check that reports full rendering statistics"
d_tb2_build-pov-ray__6eHBkqP_34,PRODUCTIVE,high,false,E/V,,"steps 25-27 report the compiled and installed binary plus a successful render; 34 verifies the installed ELF binary"
d_tb2_build-pov-ray__6eHBkqP_35,PRODUCTIVE,high,false,E/V,,"steps 26-27 install and sanity-render; 34-35 confirm the installed binary and include files exist"
d_tb2_build-pov-ray__6eHBkqP_37,PRODUCTIVE,medium,false,E/V,,"steps 34-36 confirm the installed binary and rerun the sanity check; 37 verifies the rendered image artefact"
d_tb2_build-pov-ray__6eHBkqP_39,PRODUCTIVE,medium,false,E/V,,"steps 34-38 verify the binary the image and the unmodified input; 39 inspects the rendered pixels"
d_tb2_build-pov-ray__6eHBkqP_40,PRODUCTIVE,medium,false,E/V,,"steps 34-38 confirm binary image artefact and untouched input; 39 checks the rendered pixel data"
d_tb2_build-pov-ray__6eHBkqP_41,PRODUCTIVE,medium,true,E/V,,"steps 34-38 verify binary image and input; 39-41 inspect pixels and pass a five-point verification"
d_tb2_build-pov-ray__6eHBkqP_43,PRODUCTIVE,medium,true,E/V,,"steps 34-40 verify binary image and unmodified input; 41 passes the five-point verification suite"
d_tb2_build-pov-ray__6eHBkqP_9,PRODUCTIVE,medium,true,E,,"steps 5-9 establish the dependencies and progressively rule out the official site archive.org and GitHub sources"
d_tb2_build-pov-ray__KS3ejPb_11,PRODUCTIVE,high,true,E/I,,"steps 3-5 locate and download the archives; 6-11 extract them into /app/povray-2.2 and copy unix machine files"
d_tb2_build-pov-ray__KS3ejPb_12,PRODUCTIVE,high,false,E/I/V,,"steps 4-11 find download extract and lay out the build; 12 moves past extraction to a new missing-make blocker"
d_tb2_build-pov-ray__KS3ejPb_13,PRODUCTIVE,high,true,E/I/V,,"steps 4-11 download extract and stage the build; 12 fails only for missing make rather than earlier errors"
d_tb2_build-pov-ray__KS3ejPb_15,PRODUCTIVE,high,true,E/I/V,,"steps 6-11 extract and stage the build; 12-15 install make and advance to a new missing config.h failure"
d_tb2_build-pov-ray__KS3ejPb_17,PRODUCTIVE,high,true,E,,"steps 8-17 map the unix build tree read unix.mak and locate gccconf.h as the likely config.h template"
d_tb2_build-pov-ray__KS3ejPb_19,PRODUCTIVE,high,true,E,,"steps 10-19 stage the build read unix.mak and unix.doc; 19 rules out any existing config.h"
d_tb2_build-pov-ray__KS3ejPb_21,PRODUCTIVE,high,true,E/V,,"steps 12-20 install make and locate the config template; 21 advances to a new cc-missing failure"
