card_id,label,confidence,boundary,channels,detail,reason
d_tb2_build-pov-ray__bMc6qiA_153,STAGNANT,high,false,none,no_tool_text_loop,"Steps 144-153 emit the same no-tool summary; no tool calls; nothing new learned or changed"
d_tb2_build-pov-ray__bMc6qiA_161,STAGNANT,high,false,none,no_tool_text_loop,"Steps 152-161 repeat identical no-tool text; no tool call; no channel advanced"
d_tb2_build-pov-ray__bMc6qiA_169,STAGNANT,high,false,none,no_tool_text_loop,"Steps 160-169 repeat the same no-tool message; no observation carries new task-relevant information"
d_tb2_build-pov-ray__bMc6qiA_17,PRODUCTIVE,medium,false,E,,"Steps 8-12 rule out four download candidates; 11 reveals deps contents; 15-17 eliminate archive.org items"
d_tb2_build-pov-ray__bMc6qiA_177,STAGNANT,high,false,none,no_tool_text_loop,"Steps 168-177 no-tool repetition of a known failure; the step 184 search falls outside the window"
d_tb2_build-pov-ray__bMc6qiA_185,STAGNANT,high,false,none,no_tool_text_loop,"Steps 176-183 no-tool repeats; 184-185 reissue the same empty GitHub search; no new evidence"
d_tb2_build-pov-ray__bMc6qiA_193,STAGNANT,high,false,none,no_tool_text_loop,"Steps 184-193 reissue identical GitHub searches and repeat the known summary; no channel advanced"
d_tb2_build-pov-ray__bMc6qiA_22,PRODUCTIVE,medium,false,E,,"Steps 13-22 probe distinct archives and rule out candidates at 16 19 21 22; search space narrows"
d_tb2_build-pov-ray__bMc6qiA_25,PRODUCTIVE,medium,false,E,,"Steps 16-23 eliminate archive.org GitHub and Debian candidates by evidence; hypotheses ruled out"
d_tb2_build-pov-ray__bMc6qiA_28,PRODUCTIVE,medium,false,E,,"Steps 19-23 rule out candidates; 27 shows SourceForge serves HTML; new negative evidence recorded"
d_tb2_build-pov-ray__bMc6qiA_33,STAGNANT,medium,false,none,repeat_search,"Steps 28-33 reissue the same GitHub search; 24 and 30 return nothing new"
d_tb2_build-pov-ray__bMc6qiA_34,STAGNANT,medium,false,none,repeat_search,"Steps 28-34 repeat the identical GitHub search; 25-27 re-confirm the already-known HTML response"
d_tb2_build-pov-ray__bMc6qiA_39,STAGNANT,high,false,none,repeat_search,"Steps 30-39 all reissue the identical GitHub search with no new result or edit"
d_tb2_build-pov-ray__bMc6qiA_41,STAGNANT,high,false,none,repeat_search,"Steps 32-41 repeat the same GitHub search verbatim; no new information; nothing durably changed"
d_tb2_build-pov-ray__bMc6qiA_43,STAGNANT,high,false,none,repeat_search,"Steps 34-43 repeat the same search verbatim; observations add nothing beyond what was known"
d_tb2_build-pov-ray__bMc6qiA_48,STAGNANT,high,false,none,repeat_search,"Steps 39-48 issue the identical GitHub search ten times; no new information; no edit"
d_tb2_build-pov-ray__bMc6qiA_49,STAGNANT,high,false,none,repeat_search,"Steps 40-49 identical repeated GitHub search; no learning; no edit; verification state unchanged"
d_tb2_build-pov-ray__bMc6qiA_53,STAGNANT,high,false,none,repeat_search,"Steps 44-53 repeat the same search; the step 53 Debian FTP probe yields nothing new"
d_tb2_build-pov-ray__bMc6qiA_57,STAGNANT,high,false,none,repeat_search,"Steps 48-57 repeat the same GitHub search; the step 56 mirror probe adds no new information"
d_tb2_build-pov-ray__bMc6qiA_58,STAGNANT,high,false,none,repeat_search,"Steps 49-58 reissue identical searches; 53 and 56 probes return empty results already expected"
d_tb2_build-pov-ray__bMc6qiA_65,STAGNANT,high,false,none,repeat_search,"Steps 56-65 mostly identical GitHub searches; the step 56 sunet mirror probe gives nothing new"
d_tb2_build-pov-ray__bMc6qiA_73,STAGNANT,high,false,none,repeat_search,"Steps 64-73 repeat the same search; 72 mirror probe empty; no channel advanced"
d_tb2_build-pov-ray__bMc6qiA_81,STAGNANT,high,false,none,repeat_search,"Steps 72-81 same search plus repeated UBC mirror probe; nothing new learned or changed"
d_tb2_build-pov-ray__bMc6qiA_89,STAGNANT,high,false,none,repeat_search,"Steps 80-89 ten identical GitHub searches; no new information; no durable change"
d_tb2_build-pov-ray__bMc6qiA_9,PRODUCTIVE,medium,false,E,,"Steps 2-9 eliminate official site archive.org GitHub tag and repository candidates by direct evidence"
d_tb2_build-pov-ray__bMc6qiA_97,STAGNANT,high,false,none,repeat_search,"Steps 88-97 repeated identical GitHub searches; the 94 mirror probe returns nothing; no change"
d_tb2_build-pov-ray__KS3ejPb_11,PRODUCTIVE,high,false,E/I,,"Steps 4-5 locate and download the 2.2 archives; 6 extracts them; 8-11 map the source tree"
d_tb2_build-pov-ray__KS3ejPb_12,PRODUCTIVE,high,false,E/I,,"Steps 3-5 find and fetch source archives; 6 extracts to /app/povray-2.2; 11 copies machine files"
d_tb2_build-pov-ray__KS3ejPb_13,PRODUCTIVE,high,false,E/I,,"Steps 4-6 download and extract sources; 9-11 inspect and copy unix files; 12 build attempted"
d_tb2_build-pov-ray__KS3ejPb_15,PRODUCTIVE,high,false,I/V,,"Step 6 extracts sources; 11 copies machine files; 12-15 make error moves past missing make to config.h"
