card_id,label,confidence,boundary,channels,detail,reason
d_tb2_db-wal-recovery__rwGVtyu_41,STAGNANT,low,false,none,no_new_information,"steps 33-37 empty or duplicate output; 39-41 repeated edits; no channel advanced"
d_tb2_db-wal-recovery__rwGVtyu_43,STAGNANT,low,false,none,no_new_information,"steps 34-38 empty or duplicate output; 41-43 repeated edits; nothing verified"
d_tb2_db-wal-recovery__rwGVtyu_9,PRODUCTIVE,high,false,E,,"steps 1-3 found main.db and items schema; 5-9 overlay search ruled out WAL copies"
d_tb2_db-wal-recovery__tQJsCmY_11,PRODUCTIVE,high,false,E,,"step 8 identified XOR 0x42 WAL corruption; step 9 confirmed base records"
d_tb2_db-wal-recovery__tQJsCmY_12,PRODUCTIVE,high,false,E/I,,"step 9 found XOR key; step 12 restored backup and rewrote fixed WAL"
d_tb2_db-wal-recovery__tQJsCmY_13,PRODUCTIVE,high,false,E/I/V,,"steps 8-9 found XOR key; 12 fixed WAL; 13 query returned 11 records"
d_tb2_db-wal-recovery__tQJsCmY_14,PRODUCTIVE,high,false,E/I/V,,"step 12 fixed WAL magic; 13-14 recovered 11 records and wrote recovered.json"
d_tb2_db-wal-recovery__tQJsCmY_15,PRODUCTIVE,high,false,E/I/V,,"step 12 fixed WAL; 13-15 recovered 11 records; JSON validated"
d_tb2_db-wal-recovery__tQJsCmY_17,PRODUCTIVE,high,false,E/I/V,,"step 12 fixed WAL magic; 13-15 recovered 11 records; JSON validated"
d_tb2_db-wal-recovery__tQJsCmY_19,DONE_REDUNDANT,medium,false,none,post_completion,"steps 12-15 completed and validated output; 16-19 only plan and report text"
d_tb2_db-wal-recovery__tQJsCmY_20,DONE_REDUNDANT,medium,false,none,post_completion,"steps 12-15 completed and validated output; 16-20 only plan and report text"
d_tb2_db-wal-recovery__tQJsCmY_21,DONE_REDUNDANT,medium,true,none,post_completion,"steps 12-15 completed and validated output; 17-21 restate completion"
d_tb2_db-wal-recovery__tQJsCmY_23,DONE_REDUNDANT,medium,false,none,post_completion,"step 15 validated JSON; step 22 re-checked DB consistency; 16-23 report only"
d_tb2_db-wal-recovery__tQJsCmY_25,DONE_REDUNDANT,medium,false,none,post_completion,"step 15 validated JSON; step 22 re-checked DB; 16-25 report and replan text"
d_tb2_db-wal-recovery__tQJsCmY_27,DONE_REDUNDANT,medium,false,none,post_completion,"step 15 validated JSON; step 22 re-checked DB; 18-27 only plan and report text"
d_tb2_db-wal-recovery__tQJsCmY_29,DONE_REDUNDANT,medium,true,none,post_completion,"step 15 validated JSON; 20-28 only report text; 29 restarts verification"
d_tb2_db-wal-recovery__tQJsCmY_31,DONE_REDUNDANT,medium,false,none,post_completion,"step 22 re-verified DB match; 23-31 repeat completion and re-check same facts"
d_tb2_db-wal-recovery__tQJsCmY_32,DONE_REDUNDANT,medium,false,none,post_completion,"task verified by step 22; 23-32 repeat completion plus same re-verification"
d_tb2_db-wal-recovery__tQJsCmY_33,DONE_REDUNDANT,medium,false,none,post_completion,"steps 21-23 verified output; 24-33 re-verify same facts and restate completion"
d_tb2_db-wal-recovery__tQJsCmY_35,DONE_REDUNDANT,medium,true,none,post_completion,"step 22 verified match; 26-35 only report and repeated re-verification"
d_tb2_db-wal-recovery__tQJsCmY_9,PRODUCTIVE,high,false,E,,"step 8 examined files; step 9 found XOR 0x42 corruption and base records"
d_tb2_distribution-search__ZJDezEN_111,STAGNANT,high,false,none,repeat_verify,"steps 102-110 rerun missing solve_kl.py; same ENOENT twice; nothing created"
d_tb2_distribution-search__ZJDezEN_12,STAGNANT,low,false,none,no_new_information,"steps 7-12 edit errors and empty listing; find_distribution.py still absent"
d_tb2_distribution-search__ZJDezEN_127,PRODUCTIVE,medium,false,E/I/V,,"step 112 created solve_kl.py; 114 ran it; 116 confirmed dist.npy shape and sum"
d_tb2_distribution-search__ZJDezEN_141,PRODUCTIVE,medium,false,I/V,,"steps 132-141 ran optimizer scripts; 142-145 verified dist.npy satisfies KL"
d_tb2_distribution-search__ZJDezEN_155,PRODUCTIVE,medium,true,E/I/V,,"step 149 missing grid_search.py; 157 ran it; 163 verified dist.npy solution"
d_tb2_distribution-search__ZJDezEN_16,STAGNANT,low,false,none,no_new_information,"steps 7-13 schema errors and missing file; 16 malformed call; no advance"
d_tb2_distribution-search__ZJDezEN_171,DONE_REDUNDANT,high,false,none,post_completion,"step 163 verified KL within tolerance; 166-171 only restate completion"
d_tb2_distribution-search__ZJDezEN_185,DONE_REDUNDANT,high,false,none,no_tool_text_loop,"step 163 verified solution; 176-185 no tool calls; messages repeat completion"
d_tb2_distribution-search__ZJDezEN_199,DONE_REDUNDANT,high,false,none,no_tool_text_loop,"solution verified by step 163; 190-199 only alternating finish and continue text"
