card_id,label,confidence,boundary,channels,detail,reason
d_tb2_crack-7z-hash__X4cK7Hr_9,PRODUCTIVE,high,false,E,,"steps 1-8: located archive; installed 7z; ruled out 7z2john.pl missing Compress::Raw::Lzma module"
d_tb2_crack-7z-hash__X4cK7Hr_22,PRODUCTIVE,medium,false,E,,"step 18 rules out wordlist size; steps 20-22 prove john times out even on trivial dummy hash"
d_tb2_crack-7z-hash__X4cK7Hr_26,PRODUCTIVE,medium,false,E,,"step 22 confirms john unusable; steps 23-24 find new paths; 25-26 rule out visible password clues"
d_tb2_crack-7z-hash__X4cK7Hr_27,PRODUCTIVE,medium,false,E,,"steps 18-24: confirms john unusable; searches rule out password visible in files; step 27 fails again"
d_tb2_crack-7z-hash__X4cK7Hr_31,PRODUCTIVE,medium,false,E,,"steps 22-26 confirm john timeout and no visible clues; steps 27-31 resume failed 7z guessing"
d_tb2_crack-7z-hash__X4cK7Hr_37,STAGNANT,high,false,none,repeat_verify,"steps 28-37: ten 7z password guesses fail with identical exit=2; nothing learned; nothing survives"
d_tb2_crack-7z-hash__X4cK7Hr_42,STAGNANT,high,false,none,repeat_verify,"steps 33-42: same crash signature; steps 34 no-tool; guesses 35-42 all exit=2; no state moved"
d_tb2_crack-7z-hash__X4cK7Hr_46,STAGNANT,high,false,none,repeat_verify,"steps 37-46: guesses and hostname check add nothing; every 7z exits=2; crack still unfound"
d_tb2_crack-7z-hash__X4cK7Hr_47,STAGNANT,high,false,none,repeat_verify,"steps 38-47: fresh guesses all exit=2; step 44 UUID clue rejected; step 47 archive-name guess fails"
d_tb2_crack-7z-hash__X4cK7Hr_52,STAGNANT,high,false,none,repeat_verify,"steps 43-52: repeated 7z failure; step 44 hostname already known; steps 45-52 guesses add no information"
d_tb2_crack-7z-hash__X4cK7Hr_57,STAGNANT,high,false,none,repeat_verify,"steps 48-57: ten 7z attempts exit=2; re-reads of secrets.7z reveal nothing new; no durable change"
d_tb2_crack-7z-hash__X4cK7Hr_67,STAGNANT,high,false,none,repeat_verify,"steps 58-67: ten near-identical guess cycles returning same error; repetition shifted to appuserPasswordFamily with no gain"
d_tb2_crack-7z-hash__X4cK7Hr_77,STAGNANT,high,false,none,repeat_verify,"steps 68-77: same guesspermutation loop as steps 58-67; identical exit=2; nothing learned"
d_tb2_crack-7z-hash__X4cK7Hr_87,STAGNANT,high,false,none,repeat_verify,"steps 78-87: guesses 7z flag secret Password root fail identically; prior windows already tried these"
d_tb2_crack-7z-hash__X4cK7Hr_95,STAGNANT,high,false,none,repeat_verify,"steps 86-95: ten identical 7z failures; guesses already exhausted before window; verification state unchanged"
d_tb2_crack-7z-hash__X4cK7Hr_203,STAGNANT,high,false,none,repeat_verify,"steps 194-203: ten 7z password attempts exit=2; guesses recycled from steps 180-193; no new information"
d_tb2_crack-7z-hash__X4cK7Hr_213,STAGNANT,high,false,none,repeat_verify,"steps 204-213: same guesses returning exit=2; identical to steps 194-203; nothing advanced"
d_tb2_crack-7z-hash__X4cK7Hr_223,STAGNANT,high,false,none,repeat_verify,"steps 214-223: continued guess cycling with identical failure output; no channel moved"
d_tb2_crack-7z-hash__X4cK7Hr_233,STAGNANT,high,false,none,repeat_verify,"steps 224-233: ten 7z attempts exit=2; same guesses as steps 214-223; no learning; no change"
d_tb2_custom-memory-heap-crash__E322Lxp_11,PRODUCTIVE,high,false,E,,"steps 2-5 reproduce SIGSEGV; valgrind shows crash after successful completion; steps 7-11 start bounded edits"
d_tb2_custom-memory-heap-crash__E322Lxp_12,PRODUCTIVE,high,false,E,,"steps 3-5 reproduce crash; 8-12 undefined g_custom_heap reference is new; build-failure detail now known"
d_tb2_custom-memory-heap-crash__E322Lxp_15,PRODUCTIVE,high,false,E,,"step 14 surfaces new error fflush not member of std; step 16 reproduces crash after completion"
d_tb2_custom-memory-heap-crash__E322Lxp_17,PRODUCTIVE,high,false,E,,"steps 8-16: linker error then fflush error then new crash clue after Computation completed successfully"
d_tb2_custom-memory-heap-crash__E322Lxp_18,PRODUCTIVE,high,false,E,,"steps 9-16: same-symbol edit retried twice then build fails; fflush error and post-completion crash are new"
d_tb2_custom-memory-heap-crash__E322Lxp_21,STAGNANT,medium,true,none,edit_revert,"steps 12-21: release still segfaults; operator newbufferfree variants all fail; edits do not survive; crash signature repeats"
d_tb2_custom-memory-heap-crash__E322Lxp_23,STAGNANT,medium,true,none,edit_revert,"steps 14-23: fflush fixed but custom memsetfree variants segfault identically; no verification movement"
d_tb2_custom-memory-heap-crash__E322Lxp_24,STAGNANT,medium,true,none,edit_revert,"steps 15-24: self-inflicted include error repaired; then newdelete buffer memset free attempts all SIGSEGV"
d_tb2_custom-memory-heap-crash__E322Lxp_27,STAGNANT,medium,true,none,edit_revert,"steps 18-27: newdelete buffer memset free all segfault; step 22 repeats step 20 approach; gdb gives nothing"
d_tb2_custom-memory-heap-crash__E322Lxp_30,STAGNANT,medium,true,none,edit_revert,"steps 21-30: memset free memset dlsym variants; identical SIGSEGV after successful completion; no channel advanced"
d_tb2_custom-memory-heap-crash__E322Lxp_31,STAGNANT,medium,true,none,edit_revert,"steps 22-31: memset free memset dlsym; step 31 new __libc_malloc error; release still crashing"
