card_id,label,confidence,boundary,channels,detail,reason
d_tb2_break-filter-js-from-html__J2d7BGR_62,STAGNANT,medium,false,none,no_new_information,"Steps 53;58;61 filter-plus-selenium probes all return no alert as in 43-52; only ephemeral parser detail at 54-55; no durable payload or verification movement."
d_tb2_build-pov-ray__6eHBkqP_37,DONE_REDUNDANT,medium,false,V,,"Build and sanity render already succeeded at 25-27; steps 34-37 only re-check the binary and includes and re-render the same image with no new goal."
d_tb2_build-pov-ray__KS3ejPb_30,PRODUCTIVE,high,false,E/I/V,,"Steps 23-29 fix CC gcc; rename unix_init_POVRAY; add stdlib.h; 28 builds clean and 29 installs the binary; 30 runs the task sanity check."
d_tb2_caffe-cifar-10__zjg6gBb_27,PRODUCTIVE,medium,true,E/I,,"Steps 20-26 surface new error signatures (opencv4 pkg-config; CV_LOAD_IMAGE_COLOR) and edit Makefile plus config at 22; that fix survives the 27 rebuild."
d_tb2_compile-compcert__3AjSGCy_15,PRODUCTIVE,medium,false,E,,"Steps 13-15 narrow archive acquisition to the GitHub release API and confirm the v3.13.1 endpoint; 9-11 add Makefile and extraction details; 12 is flailing within that search."
d_tb2_compile-compcert__PdkzfMV_10,PRODUCTIVE,medium,false,E,,"Steps 2-10 establish Linux x86_64; absent ocamlc; Ubuntu 24.04 and root; apt update at 9 starts toolchain work; no repetition."
d_tb2_compile-compcert__pvBcxmV_52,PRODUCTIVE,high,false,V,,"Step 47 admit workaround plus 48 Qed to Admitted moves make past flocq/Calc/Bracket.v; 50-52 show Coq files and backend passes compiling."
d_tb2_crack-7z-hash__M36nRdr_44,STAGNANT,high,false,none,irrelevant_exploration,"Steps 35-43 cycle wordlist batch extraction with identical failures and a timeout; 40-42 only report list-size positions; 44 restarts the same approach."
d_tb2_crack-7z-hash__X4cK7Hr_31,STAGNANT,medium,false,none,repeat_verify,"Steps 27-31 repeat 7z -p guesses password secret 12345 admin with identical exit 2 and identical output; no new evidence beyond 27."
d_tb2_custom-memory-heap-crash__NAMeUua_19,PRODUCTIVE,high,false,I/V,,"Step 10 release binary runs where 5 segfaulted and 12 debug matches; 15-19 rebuild and start valgrind leak verification; the crash fix is durable."
d_tb2_db-wal-recovery__tQJsCmY_14,PRODUCTIVE,high,false,E/I/V,,"Step 9 identifies XOR 0x42 WAL obfuscation; 12 fixes WAL magic; 13 reads all 11 records; 14 writes the recovered JSON."
d_tb2_distribution-search__ZJDezEN_57,STAGNANT,high,false,none,no_tool_text_loop,"Steps 48-57 are all no-tool calls whose only content is the same str_replace_editor parameter error; no file changed and no new information."
d_tb2_dna-assembly__Xbp9Bz3_48,PRODUCTIVE,high,false,E/I,,"Steps 40-46 compute anneal Tm for all four templates; derive BsaI overhangs; write primers.fasta; and recheck Tm deltas; a durable artefact is produced."
d_tb2_extract-moves-from-video__vRcGj7U_45,STAGNANT,medium,false,none,no_new_information,"Steps 40-41 and 44-45 return empty output; 37 scroll frames and 43 process suspension are the only results; solution.txt content is not advanced."
d_tb2_feal-differential-cryptanalysis__WrYCeFB_30,PRODUCTIVE,medium,false,E/I,,"Step 22 debug script at 23 reveals R3 is constant while L3 varies; 24 names the discriminating property; 25-30 reimplement the scoring around L3."
d_tb2_feal-linear-cryptanalysis__jbbLGgC_20,STAGNANT,high,false,none,no_tool_text_loop,"Steps 11-20 are ten identical echo calls repeating that feal.c decrypt.c pairs.txt ciphertexts.txt are missing; nothing is learned or changed."
d_tb2_financial-document-processor__fZuguYf_12,PRODUCTIVE,high,false,E/I,,"Steps 3-12 read each document and move it to invoices or other; 6 and 9 land two classifications; the task requires exactly this per-file work."
d_tb2_fix-code-vulnerability__7wXM79N_54,STAGNANT,medium,false,E,repeat_read,"Steps 45-46 locate the test at line 735 and 47-48 confirm it fails; 49-54 only re-read bottle.py and grep class locations with no edit and no new test result."
d_tb2_fix-ocaml-gc__4FMyNtb_43,PRODUCTIVE,medium,false,E,,"Steps 34-42 grep major_gc.c and localize sweep symbols to specific lines 412 and 1707; 40 and 43 are tool-arg errors but the localization advances."
d_tb2_fix-ocaml-gc__EE2S8BX_31,PRODUCTIVE,medium,false,I,,"Steps 22-31 apply durable shared_heap.c edits replacing POOL_FREE_HEADER with MAKE_FREE_HEADER and converting Wosize_hd to additional-block counts."
d_tb2_git-leak-recovery__3MYVn6Q_18,BLOCKED_EXTERNAL,medium,false,none,,"Steps 11-16 fail pip; pip3; and python3 with command-not-found; git-filter-repo cannot be installed inside the window; only 17 probes the environment."
d_tb2_install-windows-3.11__2UtJ22k_16,PRODUCTIVE,high,false,E/I/V,,"Steps 11-16 install QEMU 8.2.2; resolve the nginx conflict; start QEMU with snapshot VNC plus QMP and monitor sockets; and confirm QMP status running."
d_tb2_install-windows-3.11__mUYmJ4a_61,STAGNANT,medium,true,none,repeat_verify,"Step 52 shows the QEMU pid already gone and 56 relaunches it again; 53-59 repeat QMP connect screendump and empty image read with the same failing state."
d_tb2_llm-inference-batching-scheduler__7vihvYk_47,STAGNANT,low,false,none,other,"Steps 38-47 swap packer strategies each iteration; 43 breaks with a syntax error and 45 re-fixes it; evaluator results at 40 and 47 stay near pad_ratio 1.24-1.45."
d_tb2_mailman__dbiKZhc_37,STAGNANT,high,false,none,repeat_verify,"Steps 28-35 alternate mailq with eval.py timeouts; 36-37 only change directory permissions; eval still times out at 37 with no verification movement."
d_tb2_mailman__qzvMMtK_26,PRODUCTIVE,high,false,E/I,,"Steps 17-23 read the active mailman config and update mailman.cfg; 24-26 start Mailman; 28-33 load the right config and create reading-group@local.edu."
d_tb2_mailman__vQauci9_17,PRODUCTIVE,low,true,E,,"Steps 8-9 read the postfix configs; 11-14 establish mailman runs and no list exists; 15-17 are truncated mailman calls whose contribution cannot be judged."
d_tb2_make-doom-for-mips__DU5GBNE_9,PRODUCTIVE,low,true,E,,"Steps 6-8 locate vm.js and list app/doomgeneric with output; 0-5 and 9 are intent-only no-tool turns that add nothing but do not dominate."
